,name,class,confidence,box,keypoints
0,person,0,0.92346,"{'x1': 154.787, 'y1': 2.56774, 'x2': 302.98026, 'y2': 221.46074}","{'x': [247.33056640625, 252.53184509277344, 234.47549438476562, 0.0, 207.57322692871094, 270.83160400390625, 180.22262573242188, 0.0, 172.476318359375, 0.0, 237.4500732421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'y': [67.08963775634766, 54.72159957885742, 54.698299407958984, 0.0, 56.645729064941406, 115.34889221191406, 121.11672973632812, 0.0, 205.40963745117188, 0.0, 217.64401245117188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'visible': [0.9966400265693665, 0.9592199921607971, 0.9974899888038635, 0.08965999633073807, 0.9847400188446045, 0.9602100253105164, 0.9790999889373779, 0.44769999384880066, 0.7099900245666504, 0.3415299952030182, 0.6292600035667419, 0.10746999830007553, 0.13731999695301056, 0.0077599999494850636, 0.01001999992877245, 0.0021699999924749136, 0.0020800000056624413]}"
